Name,Address,City,State,Code,Website,Tags
Barley's Casino & Brewing Company,4500 East Sunset Road #30,Henderson,NV,89014,?,?
Big Dog's Brewing Company,4543 North Rancho Road,Las Vegas,NV,89130,?,?
Boiler Room Brewpub,2100 Casino Drive,Laughlin,NV,89029,?,?
Chicago Brewing,2201 South Fort Apache Road,Las Vegas,NV,89117,?,?
Great Basin Brewing Company,846 Victorian Ave,Sparks,NV,89431,?,?
Main Street Station Casino | Brewery and Hotel,200 North Main Street,Las Vegas,NV,89101,?,?
Monte Carlo Casino and Brewpub,?,Las Vegas,NV,89109,?,?
Tenaya Creek Restaurant and Brewery,3101 North Tenaya Way,Las Vegas,NV,89128,?,?
