Brewery,City,Name,Abv,Ibu,Srm,Tags
Arcadia Brewing,Battle Creek,Anglers Ale,?,?,?,north_american_ale|american_style_pale_ale
Arcadia Brewing,Battle Creek,Arcadia ESB,?,?,?,?
Arcadia Brewing,Battle Creek,Big Dick's Olde Ale,8.2%,?,?,british_ale|old_ale
Arcadia Brewing,Battle Creek,Cocoa Loco,7%,?,?,north_american_ale|american_style_imperial_stout
Arcadia Brewing,Battle Creek,Hopmouth Double IPA,8%,?,?,north_american_ale|imperial_or_double_india_pale_ale
Arcadia Brewing,Battle Creek,Imperial Stout,?,?,?,north_american_ale|american_style_stout
Arcadia Brewing,Battle Creek,India Pale Ale,?,?,?,north_american_ale|american_style_pale_ale
Arcadia Brewing,Battle Creek,Lake Superior ESB,?,?,?,?
Arcadia Brewing,Battle Creek,London Porter,?,?,?,irish_ale|porter
Arcadia Brewing,Battle Creek,Nut Brown,?,?,?,north_american_ale|american_style_brown_ale
Arcadia Brewing,Battle Creek,Scotch Ale,?,?,?,british_ale|scotch_ale
Arcadia Brewing,Battle Creek,Sky High Rye,?,?,?,north_american_ale|american_style_pale_ale
Arcadia Brewing,Battle Creek,Starboard Stout,?,?,?,north_american_ale|american_style_stout
Atwater Block Brewing,Detroit,Alt,?,?,?,north_american_ale|american_style_brown_ale
Atwater Block Brewing,Detroit,Dirty Blond,4.5%,?,?,other_style|light_american_wheat_ale_or_lager
Atwater Block Brewing,Detroit,Dunkel,5.2%,?,?,north_american_lager|american_style_lager
Atwater Block Brewing,Detroit,Hell,5%,?,?,north_american_lager|american_style_lager
Atwater Block Brewing,Detroit,K̦lsch,?,?,?,?
Atwater Block Brewing,Detroit,MAI-BOCK,7.5%,?,?,german_lager|traditional_german_style_bock
Atwater Block Brewing,Detroit,Pilsner,?,?,?,?
Atwater Block Brewing,Detroit,Rost,5%,?,?,north_american_ale|american_style_amber_red_ale
Atwater Block Brewing,Detroit,Salvation,6%,?,?,north_american_ale|american_style_india_pale_ale
Atwater Block Brewing,Detroit,Vanilla Java Porter,6%,?,?,irish_ale|porter
Atwater Block Brewing,Detroit,Voodoo Vator,9.5%,?,?,german_lager|german_style_doppelbock
Atwater Block Brewing,Detroit,Wheat,?,?,?,german_ale|south_german_style_hefeweizen
Atwater Block Brewing,Detroit,X-Line,?,?,?,?
Bad Frog Brewery Company,Rose City,Amber Lager,?,?,?,north_american_lager|american_style_lager
Bell's Brewery Inc.,Galesburg,Amber Ale,5.8%,?,?,north_american_ale|american_style_amber_red_ale
Bell's Brewery Inc.,Galesburg,Batch 7000,12%,?,?,north_american_ale|american_style_imperial_stout
Bell's Brewery Inc.,Galesburg,Batch 8000,9%,?,?,belgian_and_french_ale|belgian_style_white
Bell's Brewery Inc.,Galesburg,Bell's Batch 9000,12.5%,?,?,north_american_ale|american_style_strong_pale_ale
Bell's Brewery Inc.,Galesburg,Bell's Cherry Stout,7%,?,?,other_style|fruit_beer
Bell's Brewery Inc.,Galesburg,Bell's Christmas Ale,?,?,?,british_ale|scotch_ale
Bell's Brewery Inc.,Galesburg,Best Brown Ale,5.8%,?,?,north_american_ale|american_style_brown_ale
Bell's Brewery Inc.,Galesburg,Big Porch Ale,5.8%,?,?,north_american_ale|american_style_amber_red_ale
Bell's Brewery Inc.,Galesburg,Consecrator Doppelbock Beer,8%,?,?,german_lager|german_style_doppelbock
Bell's Brewery Inc.,Galesburg,Expedition Stout,10.5%,?,?,north_american_ale|american_style_imperial_stout
Bell's Brewery Inc.,Galesburg,Hell Hath No Fury Ale,7.7%,?,?,north_american_ale|dark_american_belgo_style_ale
Bell's Brewery Inc.,Galesburg,Hopslam Ale,10%,?,?,north_american_ale|imperial_or_double_india_pale_ale
Bell's Brewery Inc.,Galesburg,Java Stout,7.5%,?,?,north_american_ale|american_style_imperial_stout
Bell's Brewery Inc.,Galesburg,Kalamazoo Stout,6%,?,?,british_ale|sweet_stout
Bell's Brewery Inc.,Galesburg,Lager Beer,5%,?,?,north_american_lager|american_style_lager
Bell's Brewery Inc.,Galesburg,Oberon Ale,5.8%,?,?,other_style|light_american_wheat_ale_or_lager
Bell's Brewery Inc.,Galesburg,Octoberfest Beer,5.5%,?,?,german_lager|german_style_oktoberfest
Bell's Brewery Inc.,Galesburg,Pale Ale,5.2%,?,?,north_american_ale|american_style_pale_ale
Bell's Brewery Inc.,Galesburg,Porter,5.6%,?,?,irish_ale|porter
Bell's Brewery Inc.,Galesburg,Special Double Cream Stout,6.1%,?,?,british_ale|sweet_stout
Bell's Brewery Inc.,Galesburg,The Oracle DIPA,?,?,?,north_american_ale|imperial_or_double_india_pale_ale
Bell's Brewery Inc.,Galesburg,Third Coast Beer,4.8%,?,?,north_american_ale|golden_or_blonde_ale
Bell's Brewery Inc.,Galesburg,Third Coast Old Ale,10.2%,?,?,british_ale|old_ale
Bell's Brewery Inc.,Galesburg,Two Hearted Ale,7%,?,?,north_american_ale|american_style_india_pale_ale
Bell's Brewery Inc.,Galesburg,Winter White Ale,5%,?,?,belgian_and_french_ale|belgian_style_white
Big Buck Brewery,Gaylord,Big Buck Beer,5.2%,?,?,north_american_ale|american_style_pale_ale
Big Buck Brewery,Gaylord,Buck Naked,3.2%,?,?,north_american_lager|american_style_light_lager
Big Buck Brewery,Gaylord,Raspberry Wheat,4.8%,?,?,other_style|light_american_wheat_ale_or_lager
Big Buck Brewery and Steakhouse #2,Grand Rapids,Stout,?,?,?,north_american_ale|american_style_stout
Bonfire Brewery,Northville,Promethean Porter,?,?,?,irish_ale|porter
Brewery Vivant,Grand Rapids,Vivant Tripel,9.25%,?,?,belgian_and_french_ale|belgian_style_tripel
Dark Horse Brewing Co.,Marshall,Crooked Tree IPA,6%,?,?,north_american_ale|american_style_india_pale_ale
Dark Horse Brewing Co.,Marshall,Double Crooked Tree I.P.A.,13.6%,?,?,north_american_ale|imperial_or_double_india_pale_ale
Dark Horse Brewing Co.,Marshall,Fore Smoked Stout,?,?,?,north_american_ale|american_style_stout
Dark Horse Brewing Co.,Marshall,One Oatmeal Stout,?,?,?,british_ale|oatmeal_stout
Dark Horse Brewing Co.,Marshall,Plead the 5th Imperial Stout,12%,?,?,north_american_ale|american_style_imperial_stout
Dark Horse Brewing Co.,Marshall,Three Guy Off The Scale Barley Wine,15%,?,?,north_american_ale|american_style_barley_wine_ale
Dark Horse Brewing Co.,Marshall,Too Cream Stout,?,?,?,british_ale|sweet_stout
Dark Horse Brewing Co.,Marshall,Tres Blueberry Stout,4.5%,?,?,north_american_ale|american_style_stout
Dragonmead Microbrewery,Warren,Armageddon Grand Cru,11.6%,?,?,belgian_and_french_ale|other_belgian_style_ales
Dragonmead Microbrewery,Warren,Breath of the Dragon English Bitter,4.5%,?,?,british_ale|classic_english_style_pale_ale
Dragonmead Microbrewery,Warren,Broken Paddle,6%,?,?,north_american_ale|american_style_india_pale_ale
Dragonmead Microbrewery,Warren,Bronze Griffin,6.8%,?,?,belgian_and_french_ale|other_belgian_style_ales
Dragonmead Microbrewery,Warren,Crooked Door,5%,?,?,north_american_ale|american_style_amber_red_ale
Dragonmead Microbrewery,Warren,Dead Monk Abbey Ale,8%,?,?,belgian_and_french_ale|other_belgian_style_ales
Dragonmead Microbrewery,Warren,Dubbel Dragon,7.2%,?,?,belgian_and_french_ale|other_belgian_style_ales
Dragonmead Microbrewery,Warren,Erik the Red,5%,?,?,north_american_ale|american_style_amber_red_ale
Dragonmead Microbrewery,Warren,Excalibur Barleywine,?,?,?,?
Dragonmead Microbrewery,Warren,Final Absolution,8.5%,?,?,belgian_and_french_ale|other_belgian_style_ales
Dragonmead Microbrewery,Warren,Imperial Stout,?,?,?,north_american_ale|american_style_stout
Dragonmead Microbrewery,Warren,Nagelweiss,5.1%,?,?,other_style|light_american_wheat_ale_or_lager
Dragonmead Microbrewery,Warren,Willy's Oompa-Loompa,6%,?,?,?
Founders Brewing,Grand Rapids,Canadian Breakfast Stout,9.4%,?,?,north_american_ale|american_style_imperial_stout
Founders Brewing,Grand Rapids,Centennial IPA,7.2%,?,?,north_american_ale|american_style_india_pale_ale
Founders Brewing,Grand Rapids,Cerise,6.5%,?,?,other_style|fruit_beer
Founders Brewing,Grand Rapids,Curmudgeon,9.3%,?,?,british_ale|old_ale
Founders Brewing,Grand Rapids,Dirty Bastard Scotch Style Ale,8.5%,?,?,british_ale|scotch_ale
Founders Brewing,Grand Rapids,Double Trouble Imperial IPA,9.4%,?,?,north_american_ale|imperial_or_double_india_pale_ale
Founders Brewing,Grand Rapids,Founders Black Rye,6.4%,?,?,other_style|american_rye_ale_or_lager
Founders Brewing,Grand Rapids,Founders Breakfast Stout,8.3%,?,?,north_american_ale|american_style_imperial_stout
Founders Brewing,Grand Rapids,Founders Devil Dancer,13%,?,?,north_american_ale|imperial_or_double_india_pale_ale
Founders Brewing,Grand Rapids,Founders Imperial Stout,10%,?,?,north_american_ale|american_style_imperial_stout
Founders Brewing,Grand Rapids,Founders Kentucky Breakfast,10%,?,?,north_american_ale|american_style_imperial_stout
Founders Brewing,Grand Rapids,Founders Pale Ale,5.2%,?,?,north_american_ale|american_style_pale_ale
Founders Brewing,Grand Rapids,Founders Red's Rye,6.4%,?,?,other_style|american_rye_ale_or_lager
Founders Brewing,Grand Rapids,Rubaeus,7%,?,?,other_style|fruit_beer
Grizzly Peak Brewing,Ann Arbor,Iambic Lambic,?,?,?,belgian_and_french_ale|belgian_style_fruit_lambic
Hereford & Hops Restaurant and Brewpub #1,Escanaba,Cleary Red,?,?,?,north_american_ale|american_style_amber_red_ale
Hereford & Hops Restaurant and Brewpub #1,Escanaba,Lichthaus Lager,?,?,?,north_american_lager|american_style_lager
Hereford & Hops Restaurant and Brewpub #1,Escanaba,Peninsula Porter,?,?,?,irish_ale|porter
Hereford & Hops Restaurant and Brewpub #1,Escanaba,Stump Sitter Stout,?,?,?,north_american_ale|american_style_stout
Hereford & Hops Restaurant and Brewpub #1,Escanaba,Whitetail Ale,?,?,?,north_american_ale|american_style_pale_ale
Hereford & Hops Restaurant and Brewpub #1,Escanaba,Wolverine Wheat Beer,?,?,?,german_ale|south_german_style_hefeweizen
Jasper Ridge Brewery,Ishpeming,Iron Red Ale,?,?,?,north_american_ale|american_style_amber_red_ale
Jasper Ridge Brewery,Ishpeming,Jasper Brown Ale,?,?,?,north_american_ale|american_style_brown_ale
Jasper Ridge Brewery,Ishpeming,Jasper Lyte,?,?,?,north_american_ale|american_style_pale_ale
Jasper Ridge Brewery,Ishpeming,Red Earth Pale Ale,?,?,?,north_american_ale|american_style_pale_ale
Jolly Pumpkin Artisan Ales,Dexter,Bam Bi̬re,4.5%,?,?,belgian_and_french_ale|french_&_belgian_style_saison
Jolly Pumpkin Artisan Ales,Dexter,Bam Noire,4.3%,?,?,belgian_and_french_ale|french_&_belgian_style_saison
Jolly Pumpkin Artisan Ales,Dexter,Biere de Mars,7%,?,?,british_ale|old_ale
Jolly Pumpkin Artisan Ales,Dexter,Calabaza Blanca,4.8%,?,?,belgian_and_french_ale|other_belgian_style_ales
Jolly Pumpkin Artisan Ales,Dexter,E.S. Bam,4.7%,?,?,belgian_and_french_ale|french_&_belgian_style_saison
Jolly Pumpkin Artisan Ales,Dexter,Fuego del Otono,6.1%,?,?,north_american_ale|american_style_amber_red_ale
Jolly Pumpkin Artisan Ales,Dexter,La Roja,7.2%,?,?,north_american_ale|american_style_amber_red_ale
Jolly Pumpkin Artisan Ales,Dexter,Luci̩rnaga,6.5%,?,?,belgian_and_french_ale|belgian_style_pale_ale
Jolly Pumpkin Artisan Ales,Dexter,Madrugada Obscura,8.1%,?,?,north_american_ale|american_style_stout
Jolly Pumpkin Artisan Ales,Dexter,Maracaibo Especial,7.5%,?,?,north_american_ale|american_style_brown_ale
Jolly Pumpkin Artisan Ales,Dexter,Noel de Calabaza,9%,?,?,?
Jolly Pumpkin Artisan Ales,Dexter,Oro de Calabaza,8%,?,?,belgian_and_french_ale|belgian_style_pale_strong_ale
Jolly Pumpkin Artisan Ales,Dexter,Weizen Bam Bi̬re,4.5%,?,?,other_style|light_american_wheat_ale_or_lager
Kalamazoo Brewing,Kalamazoo,Great Lakes Amber Ale,?,?,?,north_american_ale|american_style_amber_red_ale
Kalamazoo Brewing,Kalamazoo,Third Coast Ale,?,?,?,north_american_ale|american_style_pale_ale
Kalamazoo Brewing,Kalamazoo,Two-Hearted Ale,?,?,?,north_american_ale|american_style_pale_ale
Kuhnhenn Brewing,Warren,120 Shilling Scotch Ale,?,?,?,british_ale|scotch_ale
Kuhnhenn Brewing,Warren,Creme Brulee Java Stout,5.8%,?,?,north_american_ale|american_style_stout
Marquette Harbor Brewery and Restaurant,Marquette,Amber Ale,?,?,?,north_american_ale|american_style_amber_red_ale
Marquette Harbor Brewery and Restaurant,Marquette,Canadian Blonde Ale,?,?,?,?
Marquette Harbor Brewery and Restaurant,Marquette,Plank Road Pale Ale,?,?,?,north_american_ale|american_style_pale_ale
Michigan Brewing,Webberville,Bavarian Dark,4%,?,?,north_american_ale|american_style_brown_ale
Michigan Brewing,Webberville,Big Mac,5%,?,?,north_american_lager|american_style_lager
Michigan Brewing,Webberville,Celis Grand Cru,7.6%,?,?,belgian_and_french_ale|other_belgian_style_ales
Michigan Brewing,Webberville,Celis Pale Bock,3.9%,?,?,belgian_and_french_ale|other_belgian_style_ales
Michigan Brewing,Webberville,Celis Raspberry,3.9%,?,?,belgian_and_french_ale|other_belgian_style_ales
Michigan Brewing,Webberville,Celis White,3.9%,?,?,belgian_and_french_ale|other_belgian_style_ales
Michigan Brewing,Webberville,Golden Pheasant,4%,?,?,north_american_lager|american_style_lager
Michigan Brewing,Webberville,Hamtramck,4%,?,?,north_american_lager|american_style_lager
Michigan Brewing,Webberville,High Seas IPA,7%,?,?,north_american_ale|american_style_india_pale_ale
Michigan Brewing,Webberville,Mackinac Pale Ale,5.5%,?,?,north_american_ale|american_style_pale_ale
Michigan Brewing,Webberville,Nut Brown Ale,5%,?,?,north_american_ale|american_style_brown_ale
Michigan Brewing,Webberville,Peninsula Porter,5%,?,?,irish_ale|porter
Michigan Brewing,Webberville,Russian Imperial Stout,10.4%,?,?,north_american_ale|american_style_imperial_stout
Michigan Brewing,Webberville,Sebewaing Beer,5%,?,?,north_american_ale|american_style_pale_ale
Michigan Brewing,Webberville,Sunset Amber Lager,5%,?,?,north_american_lager|american_style_lager
Michigan Brewing,Webberville,Superior Stout,5.2%,?,?,north_american_ale|american_style_stout
Michigan Brewing,Webberville,Wheatland Wheat,5%,?,?,north_american_ale|american_style_pale_ale
New Holland Brewing Company,Holland,Black Tulip,9%,?,?,belgian_and_french_ale|belgian_style_tripel
New Holland Brewing Company,Holland,Blue Goat,7.5%,?,?,?
New Holland Brewing Company,Holland,Cabin Fever,?,?,?,north_american_ale|american_style_brown_ale
New Holland Brewing Company,Holland,Dragon's Milk,9%,?,?,?
New Holland Brewing Company,Holland,Existential,11.1%,?,?,north_american_ale|american_style_barley_wine_ale
New Holland Brewing Company,Holland,Full Circle,5.25%,?,?,?
New Holland Brewing Company,Holland,Ichabod,5.2%,?,?,north_american_ale|american_style_barley_wine_ale
New Holland Brewing Company,Holland,Mad Hatter IPA,5.8%,?,?,north_american_ale|american_style_india_pale_ale
New Holland Brewing Company,Holland,Night Tripper,10.8%,?,?,north_american_ale|american_style_imperial_stout
New Holland Brewing Company,Holland,Pilgrim's Dole,10%,?,?,north_american_ale|american_style_barley_wine_ale
New Holland Brewing Company,Holland,Red Tulip,?,?,?,?
New Holland Brewing Company,Holland,Sundog,5.25%,?,?,north_american_ale|american_style_amber_red_ale
New Holland Brewing Company,Holland,The Poet,6.5%,?,?,british_ale|oatmeal_stout
New Holland Brewing Company,Holland,Zoomer,?,?,?,other_style|light_american_wheat_ale_or_lager
Old Hat Brewery,Lawton,Alt,?,?,?,north_american_ale|american_style_brown_ale
Old Hat Brewery,Lawton,Apple Ale,?,?,?,other_style|light_american_wheat_ale_or_lager
Old Hat Brewery,Lawton,Caramel Rye,?,?,?,north_american_lager|american_style_lager
Old Hat Brewery,Lawton,Depot Pils,?,?,?,north_american_lager|american_style_lager
Old Hat Brewery,Lawton,Hefeweizen,?,?,?,german_ale|south_german_style_hefeweizen
Old Hat Brewery,Lawton,K̦lsch,?,?,?,?
Old Hat Brewery,Lawton,Red Lager,?,?,?,north_american_lager|american_style_lager
Old Hat Brewery,Lawton,Schwarzbier,?,?,?,german_lager|german_style_schwarzbier
Old Hat Brewery,Lawton,Stubbins Stout,?,?,?,north_american_ale|american_style_stout
Old Hat Brewery,Lawton,Tripel,?,?,?,?
Olde Peninsula Brewpub and Restaurant,Kalamazoo,1 |2 |3 Ale,?,?,?,north_american_ale|american_style_amber_red_ale
Olde Peninsula Brewpub and Restaurant,Kalamazoo,Double Cream Oatmeal Stout,?,?,?,north_american_ale|american_style_stout
Olde Peninsula Brewpub and Restaurant,Kalamazoo,Haymarket Ale,?,?,?,north_american_ale|american_style_pale_ale
Olde Peninsula Brewpub and Restaurant,Kalamazoo,India Pale Ale,?,?,?,north_american_ale|american_style_pale_ale
Olde Peninsula Brewpub and Restaurant,Kalamazoo,Midnight Stout,?,?,?,north_american_ale|american_style_stout
Olde Peninsula Brewpub and Restaurant,Kalamazoo,Sunset Red,?,?,?,north_american_ale|american_style_amber_red_ale
Olde Peninsula Brewpub and Restaurant,Kalamazoo,Tornado Ale,?,?,?,north_american_ale|american_style_pale_ale
Olde Peninsula Brewpub and Restaurant,Kalamazoo,Winter Wheat,?,?,?,north_american_lager|american_style_lager
Roffey Brewery,Holland,Lake Effect Stout,?,?,?,north_american_ale|american_style_stout
Roffey Brewery,Holland,Overcast Ale,?,?,?,north_american_ale|american_style_pale_ale
Stoney Creek Brewing Company,Detroit,Double Chocolate Porter,?,?,?,irish_ale|porter
Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,.38 Special Bitter,3.8%,?,?,british_ale|ordinary_bitter
Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,Grateful Red,5%,?,?,north_american_ale|american_style_amber_red_ale
Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,Lost Sailor,7%,?,?,north_american_ale|american_style_india_pale_ale
Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,Marzen,5.7%,?,?,north_american_lager|american_style_lager
Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,Pirate's Porter,5.3%,?,?,north_american_ale|dark_american_belgo_style_ale
Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,Sherwood Forest IPA,6%,?,?,north_american_ale|american_style_india_pale_ale
Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,Strong Arm Ale,9%,?,?,?
Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,Sully's Irish Stout,4.2%,?,?,north_american_ale|american_style_stout
Sullivan's Black Forest Brew Haus & Grill,Frankenmuth,Woody's Light,3.6%,?,?,north_american_ale|american_style_pale_ale
The Livery,Benton Harbor,555 IPA,6.25%,?,?,north_american_ale|american_style_india_pale_ale
The Livery,Benton Harbor,American Brown Ale,6.5%,?,?,north_american_ale|american_style_brown_ale
The Livery,Benton Harbor,Barrel Aged Synapse ESB,6%,?,?,british_ale|extra_special_bitter
The Livery,Benton Harbor,Bluejackets Best,6.25%,?,?,british_ale|english_style_india_pale_ale
The Livery,Benton Harbor,Bourbon Barrel Aged Cousin Jax,?,?,?,north_american_ale|imperial_or_double_india_pale_ale
The Livery,Benton Harbor,Cousin Jax,9%,?,?,north_american_ale|imperial_or_double_india_pale_ale
The Livery,Benton Harbor,Double Paw,8.5%,?,?,north_american_ale|imperial_or_double_india_pale_ale
The Livery,Benton Harbor,Herb Superb,6%,?,?,british_ale|english_style_india_pale_ale
The Livery,Benton Harbor,Hoppy Chick,5.75%,?,?,british_ale|english_style_india_pale_ale
The Livery,Benton Harbor,Laughing Dragon,6.25%,?,?,north_american_ale|american_style_amber_red_ale
The Livery,Benton Harbor,Maillot Jaune,5.5%,?,?,belgian_and_french_ale|french_&_belgian_style_saison
The Livery,Benton Harbor,McGilligans IPA,6.25%,?,?,north_american_ale|american_style_india_pale_ale
The Livery,Benton Harbor,Old Cedar,7%,?,?,?
The Livery,Benton Harbor,Paris-Roubaix Pale Ale,5.25%,?,?,north_american_ale|american_style_pale_ale
The Livery,Benton Harbor,The Livery Dunkel Weizen,5.25%,?,?,other_style|light_american_wheat_ale_or_lager
The Livery,Benton Harbor,The Livery Hefe Weizen,5%,?,?,german_ale|south_german_style_hefeweizen
The Livery,Benton Harbor,The Livery Kilt Tilter,9%,?,?,british_ale|scotch_ale
The Livery,Benton Harbor,Thoms Special Ale,6.25%,?,?,north_american_ale|american_style_amber_red_ale
