Brewery,City,Name,Abv,Ibu,Srm,Tags
The Livery,Benton Harbor,Verchuosity,12%,?,?,belgian_and_french_ale|belgian_style_dark_strong_ale
The Livery,Benton Harbor,Yorkshire Brown,5%,?,?,?
The Round Barn Winery & Brewery,Baroda,Round Barn Amber Ale,?,?,?,north_american_ale|american_style_amber_red_ale
The Round Barn Winery & Brewery,Baroda,Round Barn Cocoa Stout,?,?,?,british_ale|sweet_stout
The Round Barn Winery & Brewery,Baroda,Round Barn K̦lsch Style,?,?,?,?
The Round Barn Winery & Brewery,Baroda,Round Barn Summer Wheat,?,?,?,other_style|light_american_wheat_ale_or_lager
The Round Barn Winery & Brewery,Baroda,Round Barn Winter Wheat,?,?,?,?
Traffic Jam and Snug,Detroit,Coal Porter,?,?,?,irish_ale|porter
Traffic Jam and Snug,Detroit,Gold Rush Ale,?,?,?,north_american_ale|american_style_pale_ale
Walldorff Brew Pub,Hastings,Amber Waves,4.85%,?,?,north_american_ale|american_style_amber_red_ale
Walldorff Brew Pub,Hastings,Bee Sting Honey Rye Ale,6.5%,?,?,other_style|american_rye_ale_or_lager
Walldorff Brew Pub,Hastings,Bistro Blonde,4.2%,?,?,north_american_ale|golden_or_blonde_ale
Walldorff Brew Pub,Hastings,Hopnoxxxious,7.45%,?,?,north_american_ale|imperial_or_double_india_pale_ale
Walldorff Brew Pub,Hastings,Padawan Pale Ale,5%,?,?,north_american_ale|american_style_pale_ale
Walldorff Brew Pub,Hastings,State Street Oatmeal Stout,6.1%,?,?,british_ale|oatmeal_stout
