Brewery,City,Name,Abv,Ibu,Srm,Tags
Barley Brothers Brewery and Grill,Lake Havasu City,Beachballs Red Ale,?,?,?,north_american_ale|american_style_brown_ale
Barley Brothers Brewery and Grill,Lake Havasu City,Bighorn IPA,?,?,?,north_american_ale|american_style_india_pale_ale
Barley Brothers Brewery and Grill,Lake Havasu City,Blonde Ale,?,?,?,?
Barley Brothers Brewery and Grill,Lake Havasu City,Kickstart Oatmeal Stout,?,?,?,north_american_ale|american_style_stout
Barley Brothers Brewery and Grill,Lake Havasu City,Tripppleberry Wheat,?,?,?,other_style|light_american_wheat_ale_or_lager
Flagstaff Brewing,Flagstaff,Agassiz Amber,?,?,?,north_american_ale|american_style_amber_red_ale
Flagstaff Brewing,Flagstaff,Blackbird Porter,?,?,?,irish_ale|porter
Flagstaff Brewing,Flagstaff,Bubbaganoush Pale Ale,?,?,?,north_american_ale|american_style_pale_ale
Flagstaff Brewing,Flagstaff,Sasquatch Stout,?,?,?,north_american_ale|american_style_stout
Four Peaks Brewing,Tempe,8th Street Ale,4.5%,?,?,british_ale|special_bitter_or_best_bitter
Four Peaks Brewing,Tempe,Abbey Normal Ale,?,?,?,belgian_and_french_ale|other_belgian_style_ales
Four Peaks Brewing,Tempe,Alt Ball and Chain,5.2%,?,?,german_ale|german_style_brown_ale_altbier
Four Peaks Brewing,Tempe,American-Style Brown Ale,5%,?,?,north_american_ale|american_style_brown_ale
Four Peaks Brewing,Tempe,Arizona Peach,4%,?,?,belgian_and_french_ale|belgian_style_fruit_lambic
Four Peaks Brewing,Tempe,Barrel-Aged Blind Date Ale,7.5%,?,?,belgian_and_french_ale|other_belgian_style_ales
Four Peaks Brewing,Tempe,Belgian Wit,?,?,?,belgian_and_french_ale|belgian_style_white
Four Peaks Brewing,Tempe,Black Betty Schwartzbier,5%,?,?,german_lager|german_style_schwarzbier
Four Peaks Brewing,Tempe,Blind Date Ale,7%,?,?,?
Four Peaks Brewing,Tempe,Caulfield's Rye,4.9%,?,?,other_style|american_rye_ale_or_lager
Four Peaks Brewing,Tempe,Hefeweizen,5%,?,?,german_ale|south_german_style_hefeweizen
Four Peaks Brewing,Tempe,Hop Knot IPA,6%,?,?,north_american_ale|american_style_india_pale_ale
Four Peaks Brewing,Tempe,Kilt Lifter  Scottish-Style Ale,6%,?,?,british_ale|scotch_ale
Four Peaks Brewing,Tempe,Oatmeal Stout,5%,?,?,british_ale|oatmeal_stout
Four Peaks Brewing,Tempe,Sunbru K̦lsch Style Ale,5.2%,?,?,?
Four Peaks Brewing,Tempe,The Raj India Pale Ale,6.9%,?,?,north_american_ale|american_style_india_pale_ale
Leinenkugel's Ballyard Brewery,Phoenix,Splitfinger Stout,?,?,?,north_american_ale|american_style_stout
Mogollon Brewing Company,Flagstaff,Apache Trout Stout,5%,?,?,british_ale|sweet_stout
Mogollon Brewing Company,Flagstaff,Heffevonom Bavarian Wheat,?,?,?,german_ale|south_german_style_hefeweizen
Mogollon Brewing Company,Flagstaff,Horny Toad IPA,7.1%,?,?,north_american_ale|american_style_india_pale_ale
Mogollon Brewing Company,Flagstaff,Superstition Pale Ale,5%,?,?,north_american_ale|american_style_pale_ale
Mogollon Brewing Company,Flagstaff,Wapiti Amber Ale,5%,?,?,north_american_ale|american_style_amber_red_ale
Mudshark Brewing,Lake Havasu City,Dry Heat Hefeweizen,?,?,?,german_ale|south_german_style_hefeweizen
Mudshark Brewing,Lake Havasu City,Full Moon Belgian White Ale,7.9%,?,?,belgian_and_french_ale|belgian_style_white
Mudshark Brewing,Lake Havasu City,Scorpion Amber Ale,?,?,?,north_american_ale|american_style_amber_red_ale
Mudshark Brewing,Lake Havasu City,Skyline Stout,4.3%,?,?,?
Mudshark Brewing,Lake Havasu City,UpRiver Lager,?,?,?,north_american_lager|american_style_light_lager
Oak Creek Brewery,Sedona,Doc's Pale Ale,5.5%,?,?,north_american_ale|american_style_pale_ale
Oak Creek Brewery,Sedona,Forty-Niner Gold Lager,4.5%,?,?,north_american_lager|american_style_lager
Oak Creek Brewery,Sedona,Horseshoe Hefeweizen,4.5%,?,?,german_ale|south_german_style_hefeweizen
Oak Creek Brewery,Sedona,King Crimson,6%,?,?,irish_ale|irish_style_red_ale
Oak Creek Brewery,Sedona,Oak Creek Amber Ale,5.5%,?,?,north_american_ale|american_style_amber_red_ale
Oak Creek Brewery,Sedona,Oak Creek Micro Light,?,?,?,german_lager|german_style_pilsener
Oak Creek Brewery,Sedona,Pullman Porter,?,?,?,irish_ale|porter
Oak Creek Brewery,Sedona,Village Nut Brown Ale,6%,?,?,north_american_ale|american_style_brown_ale
Pinnacle Peak Patio Steakhouse & Microbrewery,Scottsdale,Gunslinger Imperial Stout,?,?,?,north_american_ale|american_style_stout
