Name,Address,City,State,Code,Website,Tags
Coach's Norman,102 West Main,Norman,OK,73069,?,?
Marshall Brewing Company,618 S. Wheeling Ave,Tulsa,OK,74104,?,?
Pete's Place,120 SW Eighth Street,Krebs,OK,74554,?,?
