Name,Address,City,State,Code,Website,Tags
Coeur d'Alene Brewing Company,209 Lakeside Avenue,Coeur d'Alene,ID,83814,?,?
Grand Teton Brewing #2,430 Old Jackson Highway,Victor,ID,83455,?,?
Idaho Brewing,?,Idaho Falls,ID,,?,?
Laughing Dog Brewing,55 Emerald Industrial Park Road,Ponderay,ID,83852,?,?
Sockeye,3019 N Cole Rd,Boise,ID,83704,?,?
Tablerock,705 Fulton St,Boise,ID,83702,?,?
