Brewery,City,Name,Abv,Ibu,Srm,Tags
Coeur d'Alene Brewing Company,Coeur d'Alene,Huckleberry Ale,3.5%,?,?,other_style|fruit_beer
Grand Teton Brewing #2,Victor,Old Faithful Ale,?,?,?,north_american_ale|american_style_pale_ale
Grand Teton Brewing #2,Victor,Teton Ale,?,?,?,north_american_ale|american_style_amber_red_ale
Idaho Brewing,Idaho Falls,Dr. Hops Amber Ale,?,?,?,north_american_ale|american_style_amber_red_ale
Idaho Brewing,Idaho Falls,Dr. Hops Pale Ale,?,?,?,?
